,Latitude,Longitude,pH,Copper (mg/Kg),Molybdenum (mg/Kg),Precipitation (mm),Max temperature (℃ ),Min temperature (℃ ),Wind speed (m/s),Barren (%),Forest (%),Pasture (%),Number of Listeria isolates obtained,log of Sulfur (mg/Kg),log of Open water (%),log of Shrubland (%),log of Moisture,log of Total carbon (%),log of index,log of Total nitrogen (%),log of Sodium (mg/Kg),log of Grassland (%),log of Iron (mg/Kg),log of Manganese (mg/Kg),log of Organic matter (%),log of Calcium (mg/Kg),log of Elevation (m),log of Cropland (%),log of Developed open space (> 20% Impervious Cover) (%),log of Wetland (%),log of Developed open space (< 20% Impervious Cover) (%),log of Potassium (mg/Kg),log of Magnesium (mg/Kg),log of Aluminum (mg/Kg),log of Phosphorus (mg/Kg),double log of Zinc (mg/Kg),binary_listeria_presense,scaled_cluster_kmeans,cluster_kmeans
10,33.064,-96.9824,7.212,0.0583,0.0232,40.875,13.1026,1.3394,3.5097,0.0858,10.8781,0.0474,4,2.164391420240979,3.246631059912204,0.1558064511381997,-1.6455833590704536,0.1666155269723372,2.302585092994046,-2.6283152330833564,2.9984386081247068,2.416136967678161,0.6094937955626919,1.3772536164677416,0.6540424606791843,7.424113847738452,4.963334020978243,-0.24245379984870957,3.6502321765150563,1.1799157397321445,2.127219288766097,4.801152179373161,4.958357655751992,0.6899922088666441,3.261348935545656,,1,5,2
11,33.0673,-96.9664,7.257,0.0,-0.0722,40.875,13.1026,1.3394,3.5097,0.0975,9.9316,0.0793,0,2.306049086435208,3.2903030642091937,-0.09684135144955555,-1.6245515502441485,1.1739980155739993,2.3978952727983707,-1.464904761701802,3.9862599692620835,2.505468792500878,0.6609338581952937,2.350288953063056,1.5367596869361149,8.727874093526724,4.946772100429302,-0.03324659379363568,3.592762198711701,1.5407521366455805,2.0685954347390387,5.374164824918002,4.6766542186215325,0.5993308843556605,2.3851231462400158,,0,4,2
12,29.3392,-98.8853,7.606,0.1635,0.1114,29.725,16.2068,2.6384,2.8909,0.0118,16.3902,21.7072,6,6.676725840633443,-0.9784321284120047,3.8638175702713795,-1.4426530947892748,1.4970304027145562,2.4849066497880004,-1.5095925774643841,5.321621698849947,0.74012618175394,3.591817741270805,4.577165695178451,1.2262136332618314,10.60062259350038,5.452410901885437,-0.7663632428912044,0.8723388443449723,0.8376370590448928,1.8876452409233375,5.933921765290479,6.557966286652769,1.3346325777959989,1.73596483090574,,1,4,2
13,29.3343,-98.887,8.126,0.1382,0.0912,29.725,16.2068,2.6384,2.8909,0.0141,15.5953,21.8257,3,3.7684435857497656,-1.1248535998733369,3.879028628352027,-1.6884811197745533,1.6306121476655069,2.5649493574615367,-1.1897412220792116,3.7744744117885074,0.5814331909299437,3.0028270460298576,4.4033685178840845,1.6260983533272075,10.477604376107768,5.669605022854615,-0.7569393136477247,0.9029217641352008,0.5231296182221548,2.008388513812995,6.122061576195786,6.25898931937459,1.0865734450563536,1.8117744922673154,,1,4,2
14,29.3381,-98.8836,8.064,0.2896,0.1116,29.725,16.2068,2.6384,2.8909,0.0124,15.9973,22.2055,4,3.963563669217363,-1.0108761743640229,3.852616890930045,-1.451152933468387,2.144573636617618,2.6390573296152584,-1.0595839017006312,3.78563177535042,0.6327069167485291,0.33961016531214017,3.2853524666360308,1.6883045441860016,10.797813633945443,5.393627546352362,-0.7180548162661301,0.8765931050156092,1.0719944907638175,1.8886441664048377,6.262611476966495,6.39939328465412,-inf,2.775590462506247,,1,4,2
15,29.3372,-98.8821,8.186,0.2158,0.1132,29.725,16.2068,2.6384,2.8909,0.0126,15.8155,22.7091,2,4.012991691103582,-0.9942522733438669,3.8412871873203924,-1.5497549102729267,1.7897240658659845,2.70805020110221,-2.0635681925235456,3.910557932733068,0.56338012250088,1.6843969508995555,3.806429129210529,1.2769537130107436,10.855747142933874,5.387975238478572,-0.6949488025065735,0.8834782421276046,1.153384524515089,1.8966448720376445,5.909848498215337,6.294825867694629,-0.13868751977389326,2.0207127778384253,,1,4,2
16,29.5556,-98.4477,8.085,0.1738,0.0996,33.525,15.7671,2.6819,2.8993,1.0446,7.6835,0.0103,4,3.0719384001842243,-1.612442421454399,1.7207467019816356,-1.6164625273710649,2.008938602042232,2.772588722239781,-1.0266637893555255,3.5314973087213137,-0.33184296823755066,-0.6145208601047557,2.3118222983465277,2.012272898133995,10.727621904745984,5.439773525102031,-3.0661547378505367,4.028845579989405,1.4671598071744447,3.185381086984291,6.289001215632483,5.971971027033242,0.1429741689511069,2.237256926835558,,1,4,2
17,29.5619,-98.4486,7.374,0.0605,0.023,33.525,15.7671,2.6819,2.8993,1.0883,8.7434,0.0071,6,1.7052570536047034,-1.7401162360762166,1.6631113719798762,-1.4819245921351407,1.0613257038820931,2.833213344056216,-1.5329399414613754,3.371250070627509,-0.4015228888755405,-1.596521687167554,1.3042976623151594,1.7780999344420894,8.845439890872095,5.456730378290316,-3.759301918410482,4.03502970728642,1.295795090312578,3.1704835815177774,5.843055891925298,5.606841599323678,1.42233695246682,1.0807198358265215,,1,4,2
18,29.5612,-98.4525,7.62,0.0,-0.0549,33.525,15.7671,2.6819,2.8993,1.0474,8.1001,0.0071,0,2.1735805814218216,-1.6291305457798364,1.608837732362068,-1.1403722229163413,1.8465790389921617,2.8903717578961645,-0.7440195109337019,4.264485288558228,-0.45145669195915733,-1.1903986842988181,1.3203148021859152,2.195868102184095,9.65062102394189,5.441508206138953,-3.759301918410482,4.035096908616325,1.4877673300505243,3.1787452579234645,6.161385364916171,5.406867240790429,0.8310813666492592,2.6201074814567096,,0,4,2
19,35.2364,-81.2685,4.192,0.0954,0.0261,171.575,9.8994,-0.0274,3.4856,0.0852,51.4656,1.1199,0,3.1927330613170035,-0.5114925127536943,0.6566387857434223,-1.53991184978549,1.1250269948395606,2.9444389791664403,-2.7379940774752822,3.192363457528053,0.4864304669312691,4.66978307935998,1.6270223951911034,1.6043248630472773,3.794643888185736,5.66608060747219,2.4662164035665204,2.6844130313360557,-0.48906413198447807,2.780947440614875,4.013094737386821,2.9831585546254518,4.568744762370239,0.9459660321839048,,0,1,1
20,35.2324,-81.2723,5.064,0.1213,0.0305,171.575,9.8994,-0.0274,3.4856,0.0873,53.6654,1.1249,0,3.02620813090009,-0.5096596371260212,0.7498582721439876,-1.5403783765026058,1.1562835339504955,2.995732273553991,-2.24431618487007,3.3510262644157915,0.5363764046099962,3.9193739211232272,2.6507953120204397,1.3223423346273735,3.9533395976148076,5.822335584100011,2.4491240196482282,2.6149988016650103,-0.5488736914035206,2.6994869744417223,3.6621247168051165,3.012004165328864,4.766543859931007,1.6519225240402555,,0,1,1
21,35.2382,-81.2743,4.435,0.2461,0.0341,171.575,9.8994,-0.0274,3.4856,0.0869,52.1337,1.2625,0,3.378777933474791,-0.5076639604284119,0.6396936598258556,-1.3664917338237108,1.4776877895491012,3.044522437723423,-2.0754495204102983,3.5787408750030103,0.5317452740184941,5.6449202572257295,1.4951263442559428,1.8326614605484808,5.673132183624098,5.867289249407484,2.498686273196372,2.6474364125604284,-0.5654578194190557,2.7385729399020953,3.628704731077866,4.238652676817839,4.721197904198029,1.1313375932808134,-2.3086761671991223,0,1,1
22,35.2399,-81.2714,4.89,0.1254,0.0255,171.575,9.8994,-0.0274,3.4856,0.0842,50.9598,1.2412,6,3.018193129334049,-0.5476625138179644,0.6193391634152213,-1.5906161581935125,1.146131804636086,3.091042453358316,-2.5969561535966235,3.012712293588675,0.5104255437446509,4.705758231505373,1.9017492532695437,1.6063932822478753,5.581756073646002,5.701145668001697,2.501009631369398,2.6836482129431336,-0.5196982022695891,2.784084887378208,3.748296288024584,3.048229842511745,4.807534537314197,1.0188112184645548,,1,1,1
23,29.5491,-98.7657,7.797,0.108,0.0483,37.075,15.6935,1.9519,2.8997,0.6279,54.7417,3.83,6,2.1703899500472725,-3.4326880487535263,2.7047046108511137,-1.1257779567408792,1.6803808812446657,3.1354942159291497,-0.942634707213757,3.42093791552731,1.7671081057869258,-0.593844979486083,1.0093438209099275,2.371625963329034,9.55371102400725,5.7415277408984595,-inf,2.498184770733843,-3.8076629901039034,2.0517748233181154,5.882936798837809,5.539047758782601,1.7821635755546081,1.157164175617725,,1,4,2
24,29.5499,-98.7643,8.152,0.0651,0.0401,37.075,15.6935,1.9519,2.8997,0.5923,55.1802,3.6162,6,2.1363297801368133,-3.4451492691913383,2.6829853525739704,-1.072359917524044,1.033860411438413,3.1780538303479458,-1.606941032235513,3.442962930894623,1.740185433682007,-1.1884275929904735,0.8908908692414234,1.5835045304075959,9.36025263381501,5.7433877292485604,-inf,2.5142712584179043,-3.8076629901039034,2.063362971467145,6.497588083367062,5.342918291906592,2.388386571685159,1.4135933303076715,,1,4,2
25,29.5498,-98.7546,7.16,0.0,-0.0834,37.075,15.6935,1.9519,2.8997,0.5664,52.606,2.9182,0,1.601567018053531,-3.3524072174927233,2.698195132378128,-0.9950634130395509,1.8827573340500448,3.2188758248682006,-0.7846047910487802,4.331813020379851,1.7013058107433752,-0.9883239347739867,1.291159166004852,2.3863838149293746,8.922301142418062,5.743868198195487,-inf,2.691900493762515,-3.70500883604382,2.1697506003354645,6.051580098193427,5.7081555654078135,1.3378391408504873,0.6454788868584441,,0,4,2
26,29.5531,-98.7545,7.502,0.054,0.041,37.075,15.6935,1.9519,2.8997,0.5664,54.6354,2.6951,6,1.5325352695927585,-3.3270179834879037,2.6533898409969066,-1.1026203100656484,1.6700813576027864,3.258096538021482,-1.0322629081265757,3.5664066888461474,1.6572561758895759,-1.071483621279857,1.0247504400696543,2.1429795624838235,9.261467413044416,5.7866212696317385,-inf,2.6552610516389916,-3.733876820044672,2.1243551541033447,5.241070066404877,5.848555031316814,2.254644068203706,0.6418012532083572,,1,4,2
27,29.5391,-98.751,7.843,0.1671,0.1101,37.075,15.6935,1.9519,2.8997,0.4843,45.0703,3.8017,6,3.5155077278395663,-3.160606916744225,2.739367973248111,-1.354408172257569,2.3195601972000075,3.295836866004329,-0.776746204436259,3.5890232065846783,1.9485495199922436,-0.9423780666374735,1.9923710720351788,1.9072584168588058,10.7622968365181,5.691304953145089,-inf,2.85857718039295,-3.638186339798418,2.364874211120524,6.173123175880371,6.014536823271785,-0.09233461120279596,1.9473662313099778,,1,4,2
28,31.0368,-97.5287,7.983,0.1716,0.0913,37.45,14.6284,1.92,3.2404,0.0548,24.5278,2.1735,4,3.4284979726324214,2.432779674651872,-0.48759749764678356,-1.0032112039048566,1.938756047962396,3.332204510175204,-1.1650726553683795,3.8307608879098685,3.6639513137890853,0.7433648967205628,2.823222424144029,2.2538989234169886,10.472319973662975,5.355736857415523,1.503099140661975,1.8716329318112184,0.9906186798314256,2.144386230320218,6.233471068692681,6.716037475402082,2.139595464499583,1.6398701195543024,,1,4,2
29,31.0325,-97.6203,8.394,0.1616,0.1134,37.85,14.6897,1.4874,3.2444,0.4833,24.977,0.336,6,3.338108475990867,2.3494114253455463,1.5947505796822234,-1.5955350072651089,2.3193438768090004,3.367295829986474,-2.176833887688485,3.566231478805599,3.5889513782212843,1.5277288171075554,3.300315709880901,1.1484178102036162,10.848840868410287,5.2868518884387585,-0.8435050621485073,2.5362253605192193,0.21559513355688004,2.1160747755786367,4.637201656818755,5.396054145232941,0.38171871437816396,1.7899912401654063,,1,4,2
30,31.0275,-97.6006,8.406,0.155,0.1059,37.85,14.6897,1.4874,3.2444,0.4847,24.147,0.7128,6,3.4096713757415347,2.6239581949632735,1.1450823030529609,-1.8438952236485835,2.1659976066973665,3.4011973816621555,-2.706052198439537,4.007118616759757,3.691037124667736,1.7900246319343385,2.7676013057287343,0.8593393554240164,10.802540687010397,5.3154694253656025,-0.3314249953996998,2.1230755786998974,0.23830798783398155,1.9868327099471728,5.024430369651712,5.645417921958429,0.7055203166230867,1.5827858814366738,,1,4,2
31,44.6669,-123.2253,5.688,0.5714,0.046,167.15,6.909,-0.0794,3.2669,0.0508,24.4218,23.5689,0,3.036408657473537,0.11511280710050467,1.1993019126760376,-0.9344547025018263,1.6075160668714017,3.4339872044851463,-1.205640861426633,4.263707517851663,-0.04311629107362808,3.0647404782567214,4.234022443093176,2.4327533365674396,7.55841626851468,4.716890435598499,3.2320605234706408,2.24013505612084,1.7443708224741072,1.8102540518642194,5.680507706449268,5.7360705587261265,4.826325361793287,2.0698330274007257,,0,4,4
32,44.6678,-123.2303,5.69,0.4235,0.0476,167.15,6.909,-0.0794,3.2669,0.0502,27.4798,22.2425,0,2.7102411325913764,0.06109509935981083,1.3494228863439859,-0.721135217100114,1.8986687848757318,3.4657359027997265,-1.247576441808068,4.543152218916843,0.018919884852510768,2.424395563192865,4.449442262966478,2.494378318245815,8.091703533588934,4.906385272722456,3.1983261185779903,2.1081747605027084,1.7081423253064407,1.7995126686828482,5.52801499291268,6.706367348590719,4.383984716380043,1.933866485852885,-0.7676308772011856,0,4,4
33,40.6931,-105.3108,6.542,0.0,0.0,6.825,1.8571,-14.7365,4.8824,0.0046,22.1815,0.32,0,1.9324919549663526,-1.6204988597935253,3.4475655675896832,-1.7963700817857382,1.2866673773098247,3.4965075614664802,-1.2106617924767327,3.790797300580737,3.76341394243956,-0.023370986323240202,2.383178418280647,1.4972765455457702,7.6930383338380075,7.467468205056641,-2.3528263094307924,-1.1835167957585535,0.31115442863692305,0.01064316009847976,5.7031662848502505,5.262820232262353,0.7007680676913064,3.2701923189866355,,0,2,2
34,40.6992,-105.3147,6.601,0.0,0.0,7.05,1.6074,-14.9568,4.8436,0.0046,21.3803,0.1286,0,1.812590978807988,-1.7933607505950289,3.5389718430584183,-1.973281345851445,0.9948061199425206,3.5263605246161616,-1.488548595158647,3.7266832985980862,3.723935256053075,-0.06827884075329438,2.2238015921866716,1.358409157630355,7.6120307596832575,7.483002542055284,-3.061872076058536,-1.361016553935622,0.38362841349898996,-0.36990493270961355,5.488635614409826,5.141769398854377,1.1814510836436474,2.5201450852140193,,0,2,2
35,44.4806,-109.3217,7.677,0.0194,0.0594,6.3,-0.2368,-10.9729,4.0816,0.1211,10.3176,0.6865,0,3.1480627263441248,2.2536889232062167,4.296317591098012,-1.7131331487728656,0.8655867374994493,3.5553480614894135,-2.397995277798704,4.391381491237718,0.9333838093003325,-0.09431067947124129,2.5722839320483533,0.7013137432263387,9.852661217527128,7.41350001688064,0.8714607159563611,-0.9683738117443804,-1.449873342762762,-0.9800295728411619,6.204067137181231,6.405826130628656,1.9445663894718133,4.5101229716053295,,0,2,2
36,37.7445,-119.5503,6.779,0.0,0.0,230.175,1.6081,-10.5313,2.5776,2.3198,62.0438,0.0,0,-0.17542539010611338,-1.9105430052180221,3.3955782907657794,-2.4674597361842796,0.985107587871289,3.58351893845611,-1.8060612539389147,2.9115405539551955,1.5707594522351083,0.42271546151469197,0.9957301807005806,0.6836522459981439,5.943975586006534,7.137802941973085,-inf,-2.636660205015537,-1.154547920998413,-0.7778339887271393,2.8512265974442617,2.412192577499195,1.3013898540294466,-0.022347863663907622,,0,5,5
37,37.7505,-119.5481,5.504,0.0,0.0,246.7,0.8216,-11.2794,2.588,2.2653,60.7352,0.0,0,-0.7362634716335734,-2.004705195565819,3.4316425223812606,-1.8845328693804098,0.2018790560094854,3.6109179126442243,-2.6023397466800957,2.578351454497864,1.6260590134503363,1.4576610794682274,0.8676885500349377,0.2922964100025263,4.567600189651832,7.131922306365986,-inf,-2.5319982573218507,-1.181559209489036,-0.7609978474681197,2.3774977413090492,1.2048024600664131,2.5573358326107662,-inf,,0,5,5
38,37.7516,-119.5431,6.024,0.0,0.0,246.7,0.8216,-11.2794,2.588,3.0093,59.4001,0.0,0,0.1868114620668067,-1.612944051763388,3.440507834378465,-2.3015855926609623,1.8556884296212184,3.6375861597263857,-1.1666770195822391,3.2071594554865994,1.6769657112259737,0.9213976692422997,1.2098852910775384,1.8150852945315517,6.088381163175085,7.140999644875776,-inf,-2.5446566541937745,-1.1692493682675504,-0.79828549868325,3.1883547598002484,2.936449251390152,1.452199136007609,0.31874459790359866,,0,5,5
39,40.4231,-105.1597,7.272,0.0186,0.0217,7.325,5.579,-11.3858,4.7833,0.0672,8.0278,5.9236,6,1.8595427205305153,1.3237272288510615,3.3248741370905504,-2.617295837833746,0.725033369422267,3.6635616461296463,-1.9456101940463153,3.0879877926290873,3.288536206853774,-0.9235671408449313,2.411340838330912,0.9208403665727265,7.694587319228966,7.369235184286984,0.9091049760594299,2.601348045106602,1.3072782096904796,2.075044388355389,5.353430356600948,5.286290330835259,1.3570715024429874,1.9052518316154246,,1,2,2
40,40.42,-105.1569,7.42,0.0,0.0,7.325,5.579,-11.3858,4.7833,0.0617,7.5041,6.1157,0,0.21728643182981178,1.390286382389428,3.2831193024847125,-2.9150743705365367,0.32302508472377706,3.6888794541139363,-2.0690952496256916,3.0798482128065285,3.2918028142218922,-2.15761932274386,0.7330407442216219,0.7135868597974013,6.272032499106725,7.365294043582794,0.9717254387622557,2.6430280074583927,1.3246848794881994,2.115447959902187,4.803798888910938,3.9871045035516466,0.42722659988967704,0.11955923505763925,,0,5,2
41,40.4167,-105.1522,7.395,0.0,0.0,7.325,5.579,-11.3858,4.7833,0.059,6.6846,6.6061,0,6.277078732955264,1.5020531271019595,3.2231427087579534,-2.3340757600854163,1.2389537732211815,3.713572066704308,-2.5929373940017055,3.456584783741713,3.287629201011765,-2.1874722858935414,0.09330817713365189,0.5969666220859762,8.02208247249637,7.349937970025464,1.013961759047601,2.707776830406513,1.3496563100219874,2.15926884153939,4.763696706416254,4.415776883237157,1.682614021967257,0.8449665736201245,,0,2,2
42,40.4144,-105.1525,7.797,0.0022,0.0554,7.325,5.579,-11.3858,4.7833,0.0607,6.703,6.549,0,3.7407078553063,1.5201913119198809,3.2059202628279735,-2.3475824589247813,1.1702505469209037,3.7376696182833684,-1.7254100886865211,3.930956627797915,3.281572651126401,-0.7655028427520857,2.464482829591456,1.094336493805321,9.965902307578137,7.347866550362836,1.0573735406515121,2.71560823374665,1.4453177015693517,2.1497368978984923,5.996430944116871,5.993041802586337,1.3377341705045136,4.006825783798861,,0,2,2
43,38.5359,-90.5699,6.916,0.1606,0.0,68.5,2.2206,-6.0429,3.9127,1.3371,49.4208,2.4645,0,2.9575733964532196,0.9328331484934664,-1.8307082193666298,-1.1227000841971995,0.7260499002356531,3.7612001156935624,-1.9477117710019414,4.356430582855161,-0.2361021524786018,2.0542647493933908,3.7437936849913283,1.1470849421188876,7.912338423635754,4.816322124449923,1.3085760333145808,3.1819171912826643,1.4884447297648238,2.4035067715750174,5.057030210997538,6.09595676090083,2.1549084115422716,2.7017436901332603,0.9013220581050394,0,4,0
44,38.535,-90.5761,7.638,0.2114,0.099,68.5,2.2206,-6.0429,3.9127,1.3314,49.6561,2.6739,3,3.043812662082754,0.9507308051876934,-1.7784484551683828,-1.1628308609947609,2.261783931590113,3.784189633918261,-1.6691879168398742,3.6328882999377554,-0.13261752461483906,0.9863390461853238,3.825935565113905,1.5665095343781776,10.819928411140701,4.854760907317149,1.412814570929286,3.1232587979911277,1.562220510824985,2.4077735938581757,4.919806458054763,5.874067155831245,0.39716408306877793,2.936592486324867,0.6885510762972736,1,4,0
45,38.5336,-90.5831,7.458,0.2164,0.0248,68.5,2.2206,-6.0429,3.9127,1.2504,48.9595,3.1029,6,2.374654560236318,0.9238619973704731,-1.8060612539389147,-1.9855869662082117,0.04821857227047444,3.8066624897703196,-3.499913354601313,3.054581202112833,-0.15712175577221243,2.137179648576404,3.4660514780006344,0.13784706669212507,7.575599420679498,4.822537084524846,1.6116354959775876,3.0567521113799363,1.7786404567349021,2.3940880344554163,4.097477981266478,5.323414775246188,1.9640166608894025,2.021693248012633,0.6910594667013078,1,5,0
46,38.5351,-90.5881,7.165,0.0,0.0,68.5,2.2206,-6.0429,3.9127,1.0994,49.2653,3.1971,0,1.1232723804044806,0.9849208709149798,-1.9568699892916552,-3.191747157479948,-1.4089490516846968,3.828641396489095,-4.3428059215206005,3.108475966357669,-0.21865364604135773,1.8240814406901797,1.7402731737608539,-2.935578350734244,5.890428556088592,4.840558463718739,1.7274698060116715,3.040323156881866,1.6406846097672698,2.408619381615881,2.686635875718136,4.059994634178689,1.5691366156605746,1.0863035122005118,-0.2992611818999629,0,5,0
47,44.4974,-123.5447,5.006,0.5529,0.1119,239.975,5.0871,-1.8535,3.4065,0.0164,82.3249,0.0004,0,3.359214991921484,-3.438899248846167,1.9266253876434463,-0.5310283310835102,2.3345681388470965,3.8501476017100584,-0.7967314968165159,4.884825631082077,1.1511414856799502,3.7032851914215374,4.848020673745747,2.800380186960976,7.735142313648494,6.68378638716814,0.3295914755289906,-1.5141277326297755,-0.5519949008040616,1.6886002326803295,6.093742892756051,6.170208043605398,4.792757023497759,3.0049348001187406,-1.2203418047763044,0,4,5
48,37.5332,-122.0718,7.823,0.2255,0.0345,172.1,18.1794,-0.4694,2.5842,1.1251,0.1066,3.1991,0,7.039919825397841,3.7550580358665564,-0.2630545026270507,-0.38272562113867487,1.4749002994539149,3.871201010907891,-1.0141792326932804,6.015725359168848,1.153068907797408,0.9774987129152702,4.138123779844693,2.2018582696275635,9.552529954809394,0.8241754429663494,-4.688551794927142,3.4494667753335326,2.7293614937119233,0.7323198156344173,6.8606948030391655,7.784951232172933,1.1041303693520148,4.268146597400313,-0.564073523326988,0,4,4
